Item No.,Variant Code,Unit of Measure,Reference Type,Reference Type No.,Reference No.,Description,Description 2,Starting Date,Ending Date,Usage Data Supplier Ref. Entry No.
20220K,,CS,Bar Code,,10081652202209,CASE,,2024-07-29,,
20222K,,CS,Bar Code,,081652202226,EACH,,2024-07-29,,
20222K,,CS,Bar Code,,10081652202223,CASE,,2024-07-29,,
20227J,,CS,Bar Code,,081652202271,Retail,,2024-07-29,,
20227J,,CS,Bar Code,,10081625202278,,,2024-07-29,,
20227J,,CS,Bar Code,,11788RHE#39255,,,2024-09-30,,
20231J,,CS,Bar Code,,081652202318,EACH,,2024-07-29,,
20231J,,CS,Bar Code,,10081652202315,CASE,,2024-07-29,,
20232K,,CS,Bar Code,,081652202325,EACH,,2024-07-29,,
20232K,,CS,Bar Code,,10081652202322,CASE,,2024-07-29,,
20235K,,CS,Bar Code,,081652202356,EACH,,2024-07-29,,
20235K,,CS,Bar Code,,10081652202353,CASE,,2024-07-29,,
20243K,,CS,Bar Code,,081652202431,EACH,,2024-07-29,,
20243K,,CS,Bar Code,,10081652202438,CASE,,2024-07-29,,
20256K,,CS,Bar Code,,081652202561,EACH,,2024-07-29,,
20256K,,CS,Bar Code,,10081652202568,CASE,,2024-07-29,,
20258K,,BX,Bar Code,,10081652202582,CASE,,2024-07-29,,
20258K,,CS,Bar Code,,10081652202582,CASE,,2024-07-29,,
20266J,,CS,Bar Code,,10081652202667,CASE,,2024-07-29,,
20267J,,CS,Bar Code,,10081652202674,CASE,,2024-07-29,,
20270K,,CS,Bar Code,,081652202707,EACH,,2024-07-29,,
20270K,,CS,Bar Code,,10081652202704,CASE,,2024-07-29,,
20271K,,CS,Bar Code,,081652202714,EACH,,2024-07-29,,
20271K,,CS,Bar Code,,10081652202711,CASE,,2024-07-29,,
20272K,,CS,Bar Code,,081652202721,EACH,,2024-07-29,,
20272K,,CS,Bar Code,,10081652202728,CASE,,2024-07-29,,
20297K,,CS,Bar Code,,081652202974,EACH,,2024-07-29,,
20297K,,CS,Bar Code,,10081652202971,,,2024-07-29,,
20298K,,CS,Bar Code,,081652202981,EACH,,2024-07-29,,
20300K,,CS,Bar Code,,081652203001,EACH,,2024-07-29,,
20300K,,CS,Bar Code,,10081652203008,,,2024-07-29,,
20304K,,CS,Bar Code,,8801068038262,EACH,,2024-07-29,,
20309K,,CS,Bar Code,,18801068069836,CASE,,2024-07-29,,
20309K,,CS,Bar Code,,8801068069839,EACH,,2024-07-29,,
20310K,,CS,Bar Code,,18801068069850,CASE,,2024-07-29,,
20310K,,CS,Bar Code,,8801068069853,EACH,,2024-07-29,,
20327K,,CS,Bar Code,,9901068369441,EACH,,2024-07-29,,
20328K,,CS,Bar Code,,8801068369458,EACH,,2024-07-29,,
20364K,,CS,Bar Code,,081652203643,EACH,,2024-07-29,,
20364K,,CS,Bar Code,,10081652203640,CASE,,2024-07-29,,
20366K,,CS,Bar Code,,081652203667,Retail,,2024-07-29,,
20366K,,CS,Bar Code,,10081652203664,,,2024-07-29,,
20367K,,CS,Bar Code,,081652203674,EACH,,2024-07-29,,
20368K,,CS,Bar Code,,081652203681,EACH,,2024-07-29,,
20368K,,CS,Bar Code,,10081652203688,,,2024-07-29,,
20369K,,CS,Bar Code,,081652203698,EACH,,2024-07-29,,
20370K,,CS,Bar Code,,081652203704,EACH,,2024-07-29,,
20370K,,CS,Bar Code,,10081652203701,,,2024-07-29,,
20378J,,CS,Bar Code,,10081652203787,CASE,,2024-07-29,,
20382J,,CS,Bar Code,,081652203827,EACH,,2024-07-29,,
20391J,,CS,Bar Code,,081652203919,EACH,,2024-07-29,,
20391J,,CS,Bar Code,,8165220391,EACH,,2024-07-29,,
20403K,,CS,Bar Code,,081652204039,EACH,,2024-07-29,,
20403K,,CS,Bar Code,,10081652204036,CS,,2024-07-29,,
20404K,,CS,Bar Code,,081652204046,EACH,,2024-07-29,,
20404K,,CS,Bar Code,,10081652204043,CS,,2024-07-29,,
20408K,,CS,Bar Code,,081652204084,EACH,,2024-07-29,,
20408K,,CS,Bar Code,,10081652204081,CASE,,2024-07-29,,
20411K,,CS,Bar Code,,081652204114,EACH,,2024-07-29,,
20411K,,CS,Bar Code,,10081652204111,CASE,,2024-07-29,,
20412K,,CS,Bar Code,,081652204121,EACH,,2024-07-29,,
20412K,,CS,Bar Code,,10081652204128,CASE,,2024-07-29,,
20416K,,CS,Bar Code,,081652204169,EACH,,2024-07-29,,
20416K,,CS,Bar Code,,10081652204166,CASE,,2024-07-29,,
20425K,,CS,Bar Code,,081652204251,EACH,,2024-07-29,,
20425K,,CS,Bar Code,,10081652204258,CASE,,2024-07-29,,
20426K,,CS,Bar Code,,081652204268,EACH,,2024-07-29,,
20426K,,CS,Bar Code,,10081652204265,CASE,,2024-07-29,,
20430K,,CS,Bar Code,,081652204305,EACH,,2024-07-29,,
20430K,,CS,Bar Code,,10081652204302,BOX,,2024-07-29,,
20433K,,CS,Bar Code,,081652204336,EACH,,2024-07-29,,
20433K,,CS,Bar Code,,10081652204333,CASE,,2024-07-29,,
20434K,,CS,Bar Code,,081652204343,EACH,,2024-07-29,,
20434K,,CS,Bar Code,,10081652204340,CASE,,2024-07-29,,
20435K,,CS,Bar Code,,081652204350,EACH,,2024-07-29,,
20436J,,CS,Bar Code,,081652204367,EACH,,2024-07-29,,
20436J,,CS,Bar Code,,10081652204364,,,2024-07-29,,
20439J,,CS,Bar Code,,49787634,EACH,,2024-07-29,,
20440K,,CS,Bar Code,,081652204404,EACH,,2024-07-29,,
20440K,,CS,Bar Code,,10081652204401,,,2024-07-29,,
20444K,,CS,Bar Code,,081652204442,EACH,,2024-07-29,,
20444K,,CS,Bar Code,,10081652204449,,,2024-07-29,,
20445K,,CS,Bar Code,,081652204459,EACH,,2024-07-29,,
20445K,,CS,Bar Code,,10081652204456,,,2024-07-29,,
20446K,,CS,Bar Code,,081652204466,EACH,,2024-07-29,,
20446K,,CS,Bar Code,,10081652204463,,,2024-07-29,,
20447K,,CS,Bar Code,,081652204473,EACH,,2024-07-29,,
20448K,,CS,Bar Code,,081652204480,EACH,,2024-07-29,,
20457K,,CS,Bar Code,,081652204572,EACH,,2024-07-29,,
20457K,,CS,Bar Code,,10081652204579,CASE,,2024-07-29,,
20459K,,CS,Bar Code,,081652204596,EACH,,2024-07-29,,
20460K,,CS,Bar Code,,081652204602,EACH,,2024-07-29,,
20460K,,CS,Bar Code,,10081652204609,CASE,,2024-07-29,,
20464D,,CS,Bar Code,,081652204640,EACH,,2024-07-29,,
20464D,,CS,Bar Code,,10081652204647,CASE,,2024-07-29,,
20465K,,CS,Bar Code,,081652204657,EACH,,2024-07-29,,
20469K,,CS,Bar Code,,18801047543333,,,2024-09-13,,
20469K,,CS,Bar Code,,8801047543336,Retail,,2024-09-13,,
20470K,,CS,Bar Code,,18801047529207,,,2024-09-13,,
20470K,,CS,Bar Code,,8801047529200,Retail,,2024-09-13,,
20475K,,CS,Bar Code,,081652204756,EACH,,2024-07-29,,
20475K,,CS,Bar Code,,10081652204753,CS,,2024-07-29,,
20479K,,CS,Bar Code,,081652204794,EACH,,2024-07-29,,
20480K,,CS,Bar Code,,10081652204807,CS,,2024-07-29,,
20480K,,CS,Bar Code,,8802955000041,EACH,,2024-07-29,,
20481K,,CS,Bar Code,,10081652204814,CS,,2024-07-29,,
20481K,,CS,Bar Code,,8802955000102,EACH,,2024-07-29,,
20483K,,CS,Bar Code,,081652204831,EACH,,2024-07-29,,
20485K,,CS,Bar Code,,081652204855,EACH,,2024-07-29,,
20486K,,CS,Bar Code,,081652204862,EACH,,2024-07-29,,
20487K,,CS,Bar Code,,081652204879,RETAIL,,2024-07-29,,
20487K,,CS,Bar Code,,10081652204876,,,2024-07-29,,
20490K,,CS,Bar Code,,081652204909,EACH,,2024-07-29,,
20495K,,CS,Bar Code,,48803560031602,CASE,,,,
20495K,,CS,Bar Code,,8803560030089,EACH,,2024-07-29,,
20495K,,CS,Bar Code,,8803560031604,CASE,,2024-07-29,,
20497K,,CS,Bar Code,,8809050780427,EACH,,2024-07-29,,
20498K,,CS,Bar Code,,081652204985,EACH,,2025-04-15,,
20498K,,CS,Bar Code,,10081652204982,CASE,,2025-04-15,,
20514K,,CS,Bar Code,,48803560031640,CS,,2024-07-29,,
20514K,,CS,Bar Code,,8803560030171,EACH,,2024-07-29,,
20514K,,CS,Bar Code,,8803560031642,CS,,2024-07-29,,
20515K,,CS,Bar Code,,10081652205156,CS,,2024-07-29,,
20515K,,CS,Bar Code,,8803560030119,EACH,,2024-07-29,,
20520K,,CS,Bar Code,,081652205203,EACH,,2024-07-29,,
20520K,,CS,Bar Code,,10081652205200,CS,,2024-07-29,,
20538D,,CS,Bar Code,,081652205388,EACH,,2024-07-29,,
20538D,,CS,Bar Code,,10081652205385,CS,,2024-07-29,,
20539K,,CS,Bar Code,,081652205395,EACH,,2024-07-29,,
20539K,,CS,Bar Code,,10081652205392,CASE,,2024-07-29,,
20540K,,CS,Bar Code,,081652205401,EACH,,2024-07-29,,
20540K,,CS,Bar Code,,10081652205408,CS,,2024-07-29,,
20541K,,CS,Bar Code,,081652205418,EACH,,2024-07-29,,
20541K,,CS,Bar Code,,10081652205415,CS,,2024-07-29,,
20551K,,CS,Bar Code,,081652205517,EACH,,2024-07-29,,
20551K,,CS,Bar Code,,10081652205514,CS,,2024-07-29,,
20552K,,CS,Bar Code,,081652205524,EACH,,2024-07-29,,
20552K,,CS,Bar Code,,10081652205521,CS,,2024-07-29,,
20553K,,CS,Bar Code,,081652205531,EACH,,2024-07-29,,
20553K,,CS,Bar Code,,10081652205538,CS,,2024-07-29,,
20554K,,CS,Bar Code,,081652205548,EACH,,2024-07-29,,
20554K,,CS,Bar Code,,10081652205545,CASE,,2024-07-29,,
20555K,,CS,Bar Code,,081652205555,EACH,,2024-07-29,,
20555K,,CS,Bar Code,,10081652205552,CASE,,2024-07-29,,
20556K,,CS,Bar Code,,081652205562,EACH,,2024-07-29,,
20556K,,CS,Bar Code,,10081652205569,CASE,,2024-07-29,,
20557K,,CS,Bar Code,,081652205579,EACH,,2024-07-29,,
20557K,,CS,Bar Code,,10081652205576,CS,,2024-07-29,,
20558K,,CS,Bar Code,,081652205586,EACH,,2024-07-29,,
20558K,,CS,Bar Code,,10081652205583,CASE,,2024-07-29,,
20563K,,CS,Bar Code,,18801068006299,CASE,,2024-07-29,,
20563K,,CS,Bar Code,,8801068018196,EACH,,2024-07-29,,
20566K,,CS,Bar Code,,081652205661,EACH,,2024-07-29,,
20566K,,CS,Bar Code,,10081652205668,CASE,,2024-07-29,,
20571D,,CS,Bar Code,,081652205715,EACH,,2024-07-29,,
20571D,,CS,Bar Code,,10081652205712,CASE,,2024-07-29,,
20572K,,CS,Bar Code,,081652205722,EACH,,2024-07-29,,
20572K,,CS,Bar Code,,10081652205729,BOX,,2024-07-29,,
20573D,,CS,Bar Code,,081652205739,EACH,,2024-07-29,,
20573D,,CS,Bar Code,,10081652205736,CASE,,2024-07-29,,
20574D,,CS,Bar Code,,081652205746,EACH,,2024-07-29,,
20574D,,CS,Bar Code,,10081652205743,CASE,,2024-07-29,,
20575D,,CS,Bar Code,,081652205753,EACH,,2024-07-29,,
20575D,,CS,Bar Code,,10081652205750,CASE,,2024-07-29,,
20580D,,CS,Bar Code,,081652205807,EACH,,2024-07-29,,
20580D,,CS,Bar Code,,10081652205804,CASE,,2024-07-29,,
20582K,,CS,Bar Code,,081652205821,EACH,,2024-07-29,,
20582K,,CS,Bar Code,,10081652205828,CASE,,2024-07-29,,
20584K,,CS,Bar Code,,081652205845,EACH,,2024-07-29,,
20584K,,CS,Bar Code,,10081652205842,CASE,,2024-07-29,,
20585K,,CS,Bar Code,,081652205852,EACH,,2024-07-29,,
20585K,,CS,Bar Code,,10081652205859,CASE,,2024-07-29,,
20586K,,CS,Bar Code,,081652205869,EACH,,2024-07-29,,
20586K,,CS,Bar Code,,10081652205866,CASE,,2024-07-29,,
20587K,,CS,Bar Code,,081652205876,EACH,,2024-07-29,,
20587K,,CS,Bar Code,,10081652205873,CASE,,2024-07-29,,
20598K,,CS,Bar Code,,081652205982,EACH,,2024-07-29,,
20598K,,CS,Bar Code,,10081652205989,CASE,,2024-07-29,,
20601J,,CS,Bar Code,,081652206019,EACH,,2025-04-15,,
20602J,,CS,Bar Code,,081652206026,EACH,,2025-04-15,,
20605D,,CS,Bar Code,,891416000018,EACH,,2024-07-29,,
20623D,,CS,Bar Code,,760941101029,EACH,,2024-07-29,,
20624D,,CS,Bar Code,,17609411010433,CASE,,2024-07-29,,
20624D,,CS,Bar Code,,760941101043,EACH,,2024-07-29,,
20625D,,CS,Bar Code,,17609411010297,CASE,,2024-07-29,,
20625D,,CS,Bar Code,,760941101036,EACH,,2024-07-29,,
20626D,,CS,Bar Code,,07609411011730,CASE,,2024-07-29,,
20626D,,CS,Bar Code,,760941011731,EACH,,2024-07-29,,
20627D,,CS,Bar Code,,07609411010122,CASE,,2024-07-29,,
20627D,,CS,Bar Code,,760941101012,EACH,,2024-07-29,,
20629D,,CS,Bar Code,,760941104419,EACH,,2024-07-29,,
20630D,,CS,Bar Code,,081652206309,RETAIL,,2024-07-29,,
20630D,,CS,Bar Code,,10081652206306,CASE,,2024-07-29,,
20635D,,CS,Bar Code,,760941202023,EACH,,2024-07-29,,
20641D,,CS,Bar Code,,081652206415,EACH,,2024-07-29,,
20641D,,CS,Bar Code,,10081652206412,CASE,,2024-07-29,,
20642D,,CS,Bar Code,,081652206422,EACH,,2024-07-29,,
20642D,,CS,Bar Code,,10081652206429,CASE,,2024-07-29,,
20649D,,CS,Bar Code,,081652206491,EACH,,2024-07-29,,
20649D,,CS,Bar Code,,10081652206498,CASE,,2024-07-29,,
20650D,,CS,Bar Code,,081652206507,EACH,,2024-07-29,,
20650D,,CS,Bar Code,,10081652206504,CASE,,2024-07-29,,
20651K,,CS,Bar Code,,081652206514,EACH,,2024-07-29,,
20658K,,CS,Bar Code,,081652206583,EACH,,2024-07-29,,
20658K,,CS,Bar Code,,10081652206580,CASE,,2024-07-29,,
20663D,,CS,Bar Code,,007987823219,CASE,,2024-07-29,,
20663D,,CS,Bar Code,,798782305153,CASE,,2024-07-29,,
20663D,,CS,Bar Code,,798782321115,EACH,,2024-07-29,,
20664D,,CS,Bar Code,,798782306167,CASE,,2024-07-29,,
20664D,,CS,Bar Code,,798782323133,EACH,,2024-07-29,,
20665D,,CS,Bar Code,,798782307171,CASE,,2024-07-29,,
20665D,,CS,Bar Code,,798782324147,EACH,,2024-07-29,,
20668K,,CS,Bar Code,,8801068450316,EACH,,2024-07-29,,
20669K,,CS,Bar Code,,18801068450238,BOX,,2024-07-29,,
20669K,,CS,Bar Code,,8801068450231,EACH,,2024-07-29,,
20670K,,CS,Bar Code,,01639454451169,BOX,,2024-07-29,,
20670K,,CS,Bar Code,,639454451160,EACH,,2024-07-29,,
20671K,,CS,Bar Code,,18801068021353,CASE,,2024-07-29,,
20671K,,CS,Bar Code,,8801068021356,EACH,,2024-07-29,,
20679K,,CS,Bar Code,,8803560030300,EACH,,2024-07-29,,
20683D,,CS,Bar Code,,798782441011,EACH,,2024-07-29,,
20683D,,CS,Bar Code,,798782441110,CASE,,2024-07-29,,
20684D,,CS,Bar Code,,798782444043,EACH,,2024-07-29,,
20684D,,CS,Bar Code,,798782444142,CASE,,2024-07-29,,
20686D,,CS,Bar Code,,798782445057,EACH,,2024-07-29,,
20686D,,CS,Bar Code,,798782445156,CASE,,2024-07-29,,
20687D,,CS,Bar Code,,798782446061,EACH,,2024-07-29,,
20687D,,CS,Bar Code,,798782446160,CASE,,2024-07-29,,
20688D,,CS,Bar Code,,798782447075,EACH,,2024-07-29,,
20688D,,CS,Bar Code,,798782447174,CASE,,2024-07-29,,
20689D,,CS,Bar Code,,798782451119,EACH,,2024-07-29,,
20689D,,CS,Bar Code,,798782481116,CASE,,2024-07-29,,
20709D,,CS,Bar Code,,798782455155,EACH,,2024-07-29,,
20709D,,CS,Bar Code,,798782485152,CASE,,2024-07-29,,
20712K,,CS,Bar Code,,081652207122,EACH,,2024-07-29,,
20721K,,CS,Bar Code,,081652207214,EACH,,2024-07-29,,
20721K,,CS,Bar Code,,10081652207211,CASE,,2024-07-29,,
20722K,,CS,Bar Code,,081652207221,EACH,,2024-07-29,,
20722K,,CS,Bar Code,,10081652207228,CASE,,2024-07-29,,
20725K,,CS,Bar Code,,081652207252,EACH,,2024-07-29,,
20725K,,CS,Bar Code,,10081652207259,CASE,,2024-07-29,,
20732K,,CS,Bar Code,,081652207320,EACH,,2024-07-29,,
20732K,,CS,Bar Code,,10081652207327,CASE,,2024-07-29,,
20733K,,CS,Bar Code,,081652207337,EACH,,2024-07-29,,
20733K,,CS,Bar Code,,10081652207334,CASE,,2024-07-29,,
20735D,,CS,Bar Code,,081652207351,EACH,,2024-07-29,,
20735D,,CS,Bar Code,,10081652207358,CASE,,2024-07-29,,
20740K,,CS,Bar Code,,081652207405,EACH,,2024-07-29,,
20740K,,CS,Bar Code,,10081652207402,CASE,,2024-07-29,,
20745C,,CS,Bar Code,,081652207450,EACH,,2024-07-29,,
20745C,,CS,Bar Code,,10081652207457,CASE,,2024-07-29,,
20746C,,CS,Bar Code,,081652207467,EACH,,2024-07-29,,
20746C,,CS,Bar Code,,10081652207464,CASE,,2024-07-29,,
20747C,,CS,Bar Code,,081652207474,EACH,,2024-07-29,,
20747C,,CS,Bar Code,,10081652207471,BOX,,2024-07-29,,
20748C,,CS,Bar Code,,081652207481,EACH,,2024-07-29,,
20748C,,CS,Bar Code,,10081652207488,BOX,,2024-07-29,,
20749K,,CS,Bar Code,,8801068370218,EACH,,2024-07-29,,
20757K,,CS,Bar Code,,8801068087246,EACH,,2024-07-29,,
20758K,,CS,Bar Code,,18801068380979,CASE,,2024-07-29,,
20758K,,CS,Bar Code,,8801068380972,EACH,,2024-07-29,,
20759K,,CS,Bar Code,,18801068380962,CASE,,2024-07-29,,
20759K,,CS,Bar Code,,8801068380965,EACH,,2024-07-29,,
20766K,,CS,Bar Code,,081652207665,EACH,,2025-04-15,,
20766K,,CS,Bar Code,,10081652207662,CASE,,2025-04-15,,
20768K,,CS,Bar Code,,081652207689,EACH,,2024-07-29,,
20768K,,CS,Bar Code,,10081652207680,CASE,,2024-07-29,,
20769K,,CS,Bar Code,,081652207696,EACH,,2024-07-29,,
20769K,,CS,Bar Code,,10081652207693,CASE,,2024-07-29,,
20770K,,CS,Bar Code,,081652207702,EACH,,2024-07-29,,
20770K,,CS,Bar Code,,10081652207709,CASE,,2024-07-29,,
20771V,,CS,Bar Code,,081652207719,EACH,,2024-07-29,,
20771V,,CS,Bar Code,,10081652207716,CASE,,2024-07-29,,
20772V,,CS,Bar Code,,081652207726,EACH,,2024-07-29,,
20772V,,CS,Bar Code,,10081652207723,CASE,,2024-07-29,,
20774K,,CS,Bar Code,,081652207740,EACH,,2024-07-29,,
20774K,,CS,Bar Code,,10081652207747,CASE,,2024-07-29,,
20775K,,CS,Bar Code,,081652207757,EACH,,2024-07-29,,
20775K,,CS,Bar Code,,10081652207754,CASE,,2024-07-29,,
20776K,,CS,Bar Code,,081652207764,EACH,,2024-07-29,,
20776K,,CS,Bar Code,,10081652207761,CASE,,2024-07-29,,
20777K,,CS,Bar Code,,081652207771,EACH,,2024-07-29,,
20777K,,CS,Bar Code,,10081652207778,CS,,2024-07-29,,
20778K,,CS,Bar Code,,081652207788,EACH,,2024-07-29,,
20778K,,CS,Bar Code,,10081652207785,CASE,,2024-07-29,,
20784D,,CS,Bar Code,,1085763006647,CASE,,2024-07-29,,
20784D,,CS,Bar Code,,857653006640,EACH,,2024-07-29,,
20785D,,CS,Bar Code,,10857653006654,CASE,,2024-07-29,,
20785D,,CS,Bar Code,,857653006657,EACH,,2024-07-29,,
20786D,,CS,Bar Code,,10857653006661,CASE,,2024-07-29,,
20786D,,CS,Bar Code,,857653006664,EACH,,2024-07-29,,
20790K,,CS,Bar Code,,081652207900,EACH,,2024-07-29,,
20790K,,CS,Bar Code,,10081652207907,CASE,,2024-07-29,,
20791K,,CS,Bar Code,,081652207917,EACH,,2024-07-29,,
20791K,,CS,Bar Code,,10081652207914,CASE,,2024-07-29,,
20792K,,CS,Bar Code,,081652207924,EACH,,2024-07-29,,
20792K,,CS,Bar Code,,10081652207921,CASE,,2024-07-29,,
20793K,,CS,Bar Code,,081652207931,EACH,,2024-07-29,,
20793K,,CS,Bar Code,,10081652207938,CASE,,2024-07-29,,
20794K,,CS,Bar Code,,081652207948,EACH,,2024-07-29,,
20794K,,CS,Bar Code,,10081652207945,CASE,,2024-07-29,,
20800D,,CS,Bar Code,,0110329712049969,CASE,,2024-07-29,,
20800D,,CS,Bar Code,,032971204996,EACH,,2024-07-29,,
20801D,,CS,Bar Code,,0110329713018865,CASE,,2024-07-29,,
20801D,,CS,Bar Code,,032971301886,EACH,,2024-07-29,,
20802D,,CS,Bar Code,,0110329713029991,CASE,,2024-07-29,,
20802D,,CS,Bar Code,,032971302999,EACH,,2024-07-29,,
20809D,,CS,Bar Code,,0110329712019955,CASE,,2024-07-29,,
20809D,,CS,Bar Code,,032971201995,EACH,,2024-07-29,,
20810D,,CS,Bar Code,,0110329712029923,CASE,,2024-07-29,,
20810D,,CS,Bar Code,,032971202992,EACH,,2024-07-29,,
20825D,,CS,Bar Code,,081652208259,EACH,,2024-07-29,,
20825D,,CS,Bar Code,,10081652208256,CASE,,2024-07-29,,
20827D,,CS,Bar Code,,10673367471140,CS,,2024-07-29,,
20827D,,CS,Bar Code,,601955943093,,,2024-07-29,,
20827D,,CS,Bar Code,,BULK,,,2024-07-29,,
20831D,,CS,Bar Code,,081652208310,EACH,,2024-07-29,,
20831D,,CS,Bar Code,,10081652208317,CS,,2024-07-29,,
20846K,,CS,Bar Code,,8801068097528,EACH,,2024-07-29,,
20847K,,CS,Bar Code,,8801068087000,EACH,,2024-07-29,,
20852K,,CS,Bar Code,,18801068391555,,,2024-07-29,,
20852K,,CS,Bar Code,,8801068094923,EACH,,2024-07-29,,
20858K,,CS,Bar Code,,8801068097559,EACH,,2024-07-29,,
20859K,,CS,Bar Code,,8801068097542,EACH,,2024-07-29,,
20861K,,CS,Bar Code,,8801068097535,EACH,,2024-07-29,,
20865K,,CS,Bar Code,,8801068077759,EACH,,2024-07-29,,
20875K,,CS,Bar Code,,18801066500188,,,2024-07-29,,
20875K,,CS,Bar Code,,8801066500181,EACH,,2024-07-29,,
20876K,,CS,Bar Code,,18801066500195,,,2024-07-29,,
20876K,,CS,Bar Code,,8801066500198,EACH,,2024-07-29,,
20879K,,CS,Bar Code,,18801047511677,,,2024-09-13,,
20879K,,CS,Bar Code,,8801047511670,Retail,,2024-09-13,,
20881K,,CS,Bar Code,,081652208815,EACH,,2024-07-29,,
20881K,,CS,Bar Code,,10081652208812,CASE,,2024-07-29,,
20882K,,CS,Bar Code,,081652208822,EACH,,2024-07-29,,
20882K,,CS,Bar Code,,10081652208829,CASE,,2024-07-29,,
20890J,,CS,Bar Code,,4971311000248,EACH,,2024-07-29,,
20891J,,CS,Bar Code,,081652208914,EACH,,2024-07-29,,
20891J,,CS,Bar Code,,10081652208911,CASE,,2024-07-29,,
20897K,,CS,Bar Code,,081652208976,EACH,,2024-07-29,,
20897K,,CS,Bar Code,,10081652208973,CASE,,2024-07-29,,
20897K,,CS,Bar Code,,4545732208974,BOX,,2024-07-29,,
20899K,,CS,Bar Code,,081652208990,EACH,,2024-07-29,,
20899K,,CS,Bar Code,,10081652208997,CASE,,2024-07-29,,
20899K,,CS,Bar Code,,4545732208998,BOX,,2024-07-29,,
20904K,,CS,Bar Code,,081652209041,EACH,,2024-07-29,,
20904K,,CS,Bar Code,,10081652209048,CASE,,2024-07-29,,
20904K,,CS,Bar Code,,4545732209049,BOX,,2024-07-29,,
20905K,,CS,Bar Code,,081652209058,EACH,,2024-07-29,,
20905K,,CS,Bar Code,,10081652209055,CASE,,2024-07-29,,
20905K,,CS,Bar Code,,4545732209056,BOX,,2024-07-29,,
20906K,,CS,Bar Code,,10769828160781,CASE,,2024-07-29,,
20906K,,CS,Bar Code,,769828160784,EACH,,2024-07-29,,
20908K,,CS,Bar Code,,10769828303911,CASE,,2024-07-29,,
20908K,,CS,Bar Code,,769828303914,EACH,,2024-07-29,,
20923K,,CS,Bar Code,,10081652209239,,,2024-07-29,,
20923K,,CS,Bar Code,,8801068132175,EACH,,2024-07-29,,
20927K,,CS,Bar Code,,18809005460111,CASE,,2025-04-15,,
20927K,,CS,Bar Code,,8809005460763,EACH,,2025-04-15,,
20929N,,CS,Bar Code,,10081652209291,CASE,,2025-04-15,,
20929N,,CS,Bar Code,,8809005460756,EACH,,2025-04-15,,
20932K,,CS,Bar Code,,10769828160507,CASE,,2024-07-29,,
20932K,,CS,Bar Code,,769828160500,EACH,,2024-07-29,,
20937K,,CS,Bar Code,,18801118251129,,,2024-07-29,,
20937K,,CS,Bar Code,,78801118250315,CASE,,2024-07-29,,
20937K,,CS,Bar Code,,8801118225338,BOX,,2024-07-29,,
20937K,,CS,Bar Code,,8801118250217,EACH,,2024-07-29,,
20942K,,CS,Bar Code,,28801062442274,CASE,,2024-07-29,,
20942K,,CS,Bar Code,,845502072021,EACH,,2024-07-29,,
20942K,,CS,Bar Code,,8801062442270,EACH,,2024-07-29,,
20947K,,CS,Bar Code,,28801062442250,CASE,,2024-07-29,,
20947K,,CS,Bar Code,,28801062442550,CASE,,2024-07-29,,
20947K,,CS,Bar Code,,845502072014,EACH,,2024-07-29,,
20947K,,CS,Bar Code,,8801062442256,EACH,,2024-07-29,,
20951K,,CS,Bar Code,,28801118250099,,,2025-03-19,,
20951K,,CS,Bar Code,,8801118250095,RETAIL,,2025-03-19,,
20962K,,CS,Bar Code,,28801118251010,CASE,,2024-07-29,,
20962K,,CS,Bar Code,,8801118251016,EACH,,2024-07-29,,
20971K,,CS,Bar Code,,68801062435694,CASE,,2024-07-29,,
20971K,,CS,Bar Code,,845502072038,BOX,,2024-07-29,,
20971K,,CS,Bar Code,,8801062435692,EACH,,2024-07-29,,
20974K,,CS,Bar Code,,18801118251037,CASE,,2024-07-29,,
20974K,,CS,Bar Code,,8801118251030,EACH,,2024-07-29,,
20979K,,CS,Bar Code,,28801118252857,CASE,,2024-07-29,,
20979K,,CS,Bar Code,,8801118252853,RETAIL,,2024-07-29,,
20981K,,CS,Bar Code,,18455020720763,,,2025-02-19,,
20981K,,CS,Bar Code,,38801062419044,CASE,,2024-07-29,,
20981K,,CS,Bar Code,,845502072076,EACH,,2024-07-29,,
20982K,,CS,Bar Code,,18455020720695,,,2025-02-16,,
20982K,,CS,Bar Code,,28801062419047,CASE,,2024-07-29,,
20982K,,CS,Bar Code,,845502072069,EACH,,2024-07-29,,
20989K,,CS,Bar Code,,8809011600030,CASE,,2025-04-15,,
20990K,,CS,Bar Code,,18801068131113,CASE,,2024-07-29,,
20990K,,CS,Bar Code,,8801068131116,EACH,,2024-07-29,,
20998D,,CS,Bar Code,,081652209980,EACH,,2024-07-29,,
20998D,,CS,Bar Code,,10081652209987,CASE,,2024-07-29,,
20999D,,CS,Bar Code,,081652209997,EACH,,2024-07-29,,
20999D,,CS,Bar Code,,10081652209994,CASE,,2024-07-29,,
21016K,,CS,Bar Code,,10769828667402,CASE,,2024-07-29,,
21016K,,CS,Bar Code,,769828667405,EACH,,2024-07-29,,
21037K,,CS,Bar Code,,18801104302149,CASE,,2024-07-29,,
21037K,,CS,Bar Code,,8801104302142,EACH,,2024-07-29,,
21043J,,CS,Bar Code,,45146428,EACH,,2024-07-29,,
21044J,,CS,Bar Code,,45146411,EACH,,2024-07-29,,
21067K,,CS,Bar Code,,10769828664166,CASE,,2024-07-29,,
